SummitCode,SummitName,Latitude,Longitude,AltM
JA/NI-003,Myoukousan,36.89130,138.11349,2454
JA/NI-004,Yakeyama,36.92100,138.03600,2400
JA/NI-005,Naebasan,36.84590,138.69031,2145
JA/NI-006,Hiragatake,37.00210,139.17090,2141
JA/NI-007,Dainichidake,37.83320,139.66071,2128
JA/NI-008,Iidesan,37.85490,139.70711,2105
JA/NI-009,Nakanodake,37.08520,139.07761,2085
JA/NI-010,Narazuyama,36.79360,138.68941,2052
JA/NI-011,Kitamatadake,37.88000,139.63850,2025
JA/NI-012,Komagatake,37.12360,139.07520,2003
JA/NI-013,Tanigawadake (Shigekuradake),36.84910,138.91660,1978
JA/NI-014,Arasawadake,37.10050,139.14819,1969
JA/NI-015,Doutsudake,36.82810,138.00420,1927
JA/NI-016,Usagidake,37.06620,139.09790,1926
JA/NI-017,Hakkaisan (Nyuudoudake),37.10400,139.02400,1778
JA/NI-018,Akayuyama,36.80490,138.73199,1655
JA/NI-019,Eburisashidake,37.94260,139.60880,1636
JA/NI-020,Nokogiridake,36.93190,137.96890,1631
JA/NI-021,Nihhakusan,36.85430,138.81590,1631
JA/NI-022,Onigatsurayama,36.93880,137.95380,1591
JA/NI-023,Mijyougatake,37.18330,139.18950,1553
JA/NI-024,Sumondake,37.39770,139.13651,1537
JA/NI-025,Daisawayama,37.06330,139.17400,1523
JA/NI-026,Amidayama,36.96300,137.97479,1511
JA/NI-027,Yougasan,36.95230,138.11180,1499
JA/NI-028,JA/NI-028,37.00880,138.93890,1475
JA/NI-029,Hinatagurayama,37.14760,139.18530,1431
JA/NI-030,Oogenashiyama,36.98940,138.13161,1430
JA/NI-031,Nihonngiyama,37.89200,139.50430,1424
JA/NI-032,Akatsuyama,37.86350,139.55589,1408
JA/NI-033,Mikaguradake,37.52390,139.42410,1400
JA/NI-034,Hirubasan,37.79560,139.52789,1363
JA/NI-035,Ookabutoyama,37.01250,138.98911,1341
JA/NI-036,Hokogatake,37.02860,138.02640,1316
JA/NI-037,Awagatake,37.55520,139.18871,1293
JA/NI-038,Shiratoriyama,36.94450,137.71111,1287
JA/NI-039,Yahazudake,37.51230,139.26610,1258
JA/NI-040,Kurohimeyama,36.97660,137.79010,1222
JA/NI-041,Aoridake,37.53720,139.25639,1216
JA/NI-042,Nakanodake,37.03120,138.13609,1205
JA/NI-043,Takatsukurayama,36.94380,138.76950,1181
JA/NI-044,Kinpokusan,38.10390,138.34979,1172
JA/NI-045,Oomine,36.92900,138.78320,1172
JA/NI-046,Kasakurayama,37.52130,139.45750,1140
JA/NI-047,Iijisan,36.95640,138.83299,1112
JA/NI-048,Nabekurayama,37.59990,139.36571,1107
JA/NI-049,JA/NI-049,37.48500,139.29840,1096
JA/NI-050,Washigasuyama,38.22190,139.66901,1093
JA/NI-051,Nihondairayama,37.62240,139.34531,1081
JA/NI-052,Karamatsuyama,37.26130,139.07491,1079
JA/NI-053,Fudedukayama,37.77630,139.58820,1068
JA/NI-054,Kenashiyama,37.47510,139.24910,1044
JA/NI-055,JA/NI-055,37.56380,139.24310,1040
JA/NI-056,Tsutsumigakurayama,37.19470,139.13200,1037
JA/NI-057,Shigekurayama,37.04400,138.15939,1029
JA/NI-058,Bougakeyama,37.74570,139.50259,1025
JA/NI-059,JA/NI-059,37.01030,138.77370,1020
JA/NI-060,Zukinyama,38.14570,139.66260,1017
JA/NI-061,Hakusan,37.61440,139.19510,1012
JA/NI-062,Yukihatayama,38.17830,138.40500,1003
JA/NI-063,Kamigongendouyama,37.26900,139.04260,998
JA/NI-064,Yoneyama,37.28960,138.48390,993
JA/NI-065,Hishigatake,37.77920,139.32890,981
JA/NI-066,Ishiguroyama,38.30000,139.69260,968
JA/NI-067,Kousagisan,38.14910,139.63580,966
JA/NI-068,Sanpeiyama,38.31560,139.65620,954
JA/NI-069,Bunagahirayama,38.21590,138.45180,947
JA/NI-070,JA/NI-070,37.21360,139.13950,939
JA/NI-071,Tsuchikuzureyama,37.30060,139.08920,934
JA/NI-072,Kazekurasan,37.96110,139.51421,931
JA/NI-073,Daiyama,37.55990,139.31931,918
JA/NI-074,JA/NI-074,37.54180,139.30670,916
JA/NI-075,Suganadake,37.70160,139.28000,909
JA/NI-076,Kurohimesan,37.22610,138.59210,891
JA/NI-077,Mandarokuyama,37.66460,139.32249,866
JA/NI-078,Manaitakurayama,37.79690,139.48160,857
JA/NI-079,JA/NI-079,38.34290,139.69749,853
JA/NI-080,Shinbodake,38.36110,139.51080,852
JA/NI-081,Shikamoriyama,38.27340,139.65100,836
JA/NI-082,Yokomatsu,38.10390,139.64549,824
JA/NI-083,Noboritateyama,38.34490,139.50290,820
JA/NI-084,Near Budouhanayama,38.02200,139.60750,800
JA/NI-085,Nokogiriyama,37.39860,138.93520,765
JA/NI-086,Ogamidake,37.22510,138.50150,757
JA/NI-087,Yuzousan,38.11470,139.62450,726
JA/NI-088,Kareiyama,38.39360,139.60471,709
JA/NI-089,Usangakurayama,37.68380,139.54350,698
JA/NI-090,Toyagamine,37.31980,138.98621,681
JA/NI-091,Tokinzan,37.21960,138.52499,676
JA/NI-092,Shirahigeyama,37.71600,139.42320,657
JA/NI-093,Nametokoyama,37.19500,139.05380,654
JA/NI-094,Oojiyama,37.95860,138.47960,646
JA/NI-095,JA/NI-095,37.48020,139.12970,645
JA/NI-096,Jyouyama,37.08230,138.67250,641
JA/NI-097,Kyoudukasan,37.93270,138.39870,636
JA/NI-098,Yahikoyama,37.70470,138.80890,634
JA/NI-099,Tengaisan,38.37550,139.61830,634
JA/NI-100,Ananzawa,38.41140,139.63640,633
JA/NI-101,Gongenyama,37.65030,139.26421,631
JA/NI-102,JA/NI-102,38.26040,139.72620,630
JA/NI-103,Hotoramine,37.33240,139.06911,630
JA/NI-104,Kasasugayama,37.76310,139.38840,615
JA/NI-105,Oosumiyama,38.02380,138.52139,610
JA/NI-106,Sanbonbunayama,37.37880,138.96581,606
JA/NI-107,Mineyama,37.09130,138.07420,599
JA/NI-108,Kanagurayama,37.34820,138.87080,582
JA/NI-109,JA/NI-109,38.16910,139.57269,579
JA/NI-110,Takatsuboyama,38.07950,139.47920,571
JA/NI-111,Kushigatayama,38.02060,139.42760,568
JA/NI-112,Nihongoku,38.52510,139.59689,555
JA/NI-113,Nabetachiyama,37.13680,138.52710,541
JA/NI-114,Ishiguroyama,38.19450,139.60451,539
JA/NI-115,Higashiyama,37.71400,139.33430,534
JA/NI-116,Takatokoyama,36.97580,138.24770,528
JA/NI-117,Kuroyama,37.73580,139.35150,528
JA/NI-118,Hakamagoshiyama,37.55370,139.12219,526
JA/NI-119,Hachikokusan,37.30780,138.65919,518
JA/NI-120,Takatoya,38.50860,139.66380,513
JA/NI-121,Gengayama,38.50300,139.58560,510
JA/NI-122,Kirigatake,37.14950,138.47490,507
JA/NI-123,JA/NI-123,38.20730,139.61540,504
JA/NI-124,Kurosakiyama,37.71500,139.48891,500
JA/NI-125,Eboshidake,38.45830,139.53239,489
JA/NI-126,Yakushi,37.16050,138.63100,484
JA/NI-127,Kakudayama,37.78050,138.83690,480
JA/NI-128,Near Tanne,37.31910,138.51910,460
JA/NI-129,JA/NI-129,38.49380,139.62630,453
JA/NI-130,JA/NI-130,38.27280,139.48790,440
JA/NI-131,Houzakayama,38.12780,139.51450,438
JA/NI-132,Hagetayama,38.45940,139.58400,411
JA/NI-133,Sekiguchi,38.30670,139.58479,411
JA/NI-134,Kogamoda,37.17740,138.46001,396
JA/NI-135,Jyouyama,37.31790,138.45151,367
JA/NI-136,Shibatouge,37.49070,138.72729,357
JA/NI-137,Sarugetake,37.64490,139.10570,327
JA/NI-138,Kugamiyama,37.67040,138.81560,313
JA/NI-139,Doujyoyama,37.55990,138.98129,298
JA/NI-140,Mitaharayama,36.89260,138.10280,2360
JA/NI-141,Kanayama,36.90420,138.01401,2245
JA/NI-142,Jizouyama,36.83300,138.05270,2073
JA/NI-143,Echigozawayama,37.02000,139.09120,1861
JA/NI-144,Hainomatayama,37.07770,139.13789,1852
JA/NI-145,Hirukurayama,36.94040,138.00760,1840
JA/NI-146,Eboshiyama,37.81370,139.59731,1572
JA/NI-147,Bakeanayama,38.35520,139.80440,1506
JA/NI-148,Yagioyama,36.86050,138.74809,1500
JA/NI-149,Fudouyama,36.97130,138.10240,1430
JA/NI-150,Mikaguradake,37.52190,139.42590,1386
JA/NI-151,Masugatayama,38.36100,139.76170,1331
JA/NI-152,Jikkiramatsu,37.80310,139.61819,1237
JA/NI-153,Sutodoyama,38.24140,139.81580,1216
JA/NI-154,Myoujyouyama,36.94090,137.82179,1188
JA/NI-155,Near Deai,37.13610,139.21510,1183
JA/NI-156,JA/NI-156,37.83900,139.50720,1169
JA/NI-157,Takakurayama,37.07230,138.98560,1143
JA/NI-158,Near Uodomeyama,37.51300,139.30299,1120
JA/NI-159,Wariiwayama,37.53980,139.28239,1110
JA/NI-160,Near Ichinowata,37.03330,139.00909,1081
JA/NI-161,Near Tossakamine,37.95540,139.56239,970
JA/NI-162,Ubaminokashira,36.97420,138.85471,946
JA/NI-163,Sangoroyama,37.69470,139.27110,910
JA/NI-164,Koumyouzan,37.47750,139.21941,879
JA/NI-165,Budouhanayama,38.02200,139.60750,800
JA/NI-166,Budouyama,38.39690,139.53329,795
JA/NI-167,Takaitouge,37.72880,139.60010,788
JA/NI-168,Komagatake,38.36910,139.67081,776
JA/NI-169,Engoyama,38.27800,139.68990,771
JA/NI-170,JA/NI-170,38.42910,139.65030,693
JA/NI-171,Wakabunayama,38.05130,139.64861,630
JA/NI-172,JA/NI-172,37.69220,139.52690,630
JA/NI-173,Itagamine,36.99590,137.75620,590
JA/NI-174,JA/NI-174,38.16500,139.57950,580
JA/NI-175,JA/NI-175,38.26010,139.67650,556
JA/NI-176,JA/NI-176,38.39220,139.63280,545
JA/NI-177,JA/NI-177,38.45130,139.63429,542
JA/NI-178,Near Hirokura,38.35050,139.62190,500
JA/NI-179,Shiroyama,37.26030,138.48840,478
JA/NI-180,Mochikurayama,37.67200,139.50929,466
JA/NI-181,JA/NI-181,37.65420,139.23669,390
JA/NI-182,JA/NI-182,38.47410,139.59370,386
JA/NI-183,JA/NI-183,37.56360,139.10760,350
JA/NI-184,Shiroyama,37.14070,138.45090,343
JA/NI-185,Yamamotoyama,37.27760,138.81120,336
JA/NI-186,Iriyama,37.63110,139.13589,321
JA/NI-187,Narayamatouge,37.52340,139.06090,301
JA/NI-188,Toishiyama,37.70260,139.37460,291
JA/NI-189,Toyanomine,37.97470,139.40010,276
JA/NI-190,Koshibayama,38.45380,139.23860,265
JA/NI-191,Roukamine,37.72760,139.11050,281
JA/NN-001,Okuhotakadake,36.28920,137.64799,3190
JA/NN-002,Yarigatake,36.34200,137.64760,3180
JA/NN-003,Kitahotakadake,36.30250,137.65199,3106
JA/NN-004,Maehotakadake,36.28200,137.66060,3090
JA/NN-005,Ontakesan (Kengamine),35.89300,137.48039,3067
JA/NN-006,Komagatake,35.78960,137.80450,2956
JA/NN-007,Shiroumadake,36.75850,137.75861,2932
JA/NN-008,Washibadake,36.40300,137.60530,2924
JA/NN-009,Noguchigoroudake,36.43270,137.63789,2924
JA/NN-010,Otenshodake,36.36500,137.70110,2922
JA/NN-011,Yarigatake,36.73130,137.75520,2903
JA/NN-012,Kashimayarigatake,36.62450,137.74710,2889
JA/NN-013,Utsugidake,35.71900,137.81709,2864
JA/NN-014,Jyounendake,36.32550,137.72760,2857
JA/NN-015,Usagidake,35.42860,138.12120,2818
JA/NN-016,Goryuudake,36.65840,137.75270,2814
JA/NN-017,Kumazawadake,35.73930,137.80330,2778
JA/NN-018,Akaiwadake,36.34330,137.68410,2769
JA/NN-019,Tsubakurodake,36.40680,137.71280,2763
JA/NN-020,Akazawadake,36.56200,137.68761,2678
JA/NN-021,Chyougatake,36.28740,137.72610,2677
JA/NN-022,Jiigatake,36.58830,137.75090,2670
JA/NN-023,Gakidake,36.44730,137.73599,2647
JA/NN-024,Tengudake,36.01920,138.35530,2646
JA/NN-025,Kasumizawadake,36.22120,137.64059,2646
JA/NN-026,Asamayama,36.40650,138.52299,2568
JA/NN-027,Byoubunoatama,36.29930,137.67830,2565
JA/NN-028,Ioudake,36.38060,137.65060,2554
JA/NN-029,Kitakuzudake,36.51770,137.70560,2551
JA/NN-030,Jyukkokusan,36.16000,137.58040,2532
JA/NN-031,Tateshinayama,36.10370,138.29510,2530
JA/NN-032,Kitayokodake,36.08750,138.32010,2480
JA/NN-033,Okuchausuyama,35.48500,138.06911,2474
JA/NN-034,Funakubodake,36.51460,137.67709,2459
JA/NN-035,Hachimoriyama,36.08660,137.75490,2446
JA/NN-036,Ogawayama,35.90940,138.61230,2418
JA/NN-037,Shimagareyama,36.07530,138.33150,2403
JA/NN-038,Kotakezawayama,36.20780,137.71190,2387
JA/NN-039,Oodanairiyama,35.84810,137.81010,2375
JA/NN-040,Kohachimoriyama,36.06930,137.73560,2374
JA/NN-041,Anpeijiyama,35.63040,137.77440,2363
JA/NN-042,Takatsumayama,36.80010,138.05200,2353
JA/NN-043,Iwasugeyama (Uraiwasugeyama),36.75290,138.56779,2341
JA/NN-044,Ikenodairasan,35.65530,137.82710,2327
JA/NN-045,Yokoteyama,36.66890,138.52589,2307
JA/NN-046,Kyougatake,35.91280,137.86270,2296
JA/NN-047,Kosetoyama,35.68480,138.16290,2293
JA/NN-048,Ariakeyama,36.39560,137.76250,2283
JA/NN-049,Shiroiwadake,35.81440,138.17480,2267
JA/NN-050,Futagoyama,35.64870,138.10249,2243
JA/NN-051,Kagonotoyama (Higashikagonotoyama),36.41930,138.44720,2227
JA/NN-052,Saburyuuyama,36.77230,138.67059,2192
JA/NN-053,Enasan,35.44300,137.59790,2191
JA/NN-054,Shirataniyama,36.21070,137.57330,2188
JA/NN-055,Ootakayama,36.72000,138.59801,2080
JA/NN-056,Yokodake,35.78150,138.18781,2142
JA/NN-057,Kamagamine,36.02660,137.59900,2121
JA/NN-058,Ogurasan,36.03410,138.60690,2112
JA/NN-059,Yunomaruyama,36.43480,138.40089,2101
JA/NN-060,Kasagatake,36.67670,138.48151,2076
JA/NN-061,Nishidake,36.76190,138.03011,2053
JA/NN-062,Kurohimeyama,36.81350,138.12720,2053
JA/NN-063,Kurozawayama,36.24310,137.78799,2051
JA/NN-064,Osutakayama (Kokurohime),36.81740,138.11690,2046
JA/NN-065,Oosasazawayama,35.97610,137.69690,2040
JA/NN-066,Torikabutoyama,36.83920,138.58400,2038
JA/NN-067,Utsukushigahara (Ougatou),36.22580,138.10741,2034
JA/NN-068,Tochibora,36.01490,137.67810,2033
JA/NN-069,Yakebitaiyama,36.76190,138.51050,2010
JA/NN-070,Kohideyama,35.78540,137.39700,1982
JA/NN-071,Takamagaharayama,35.99180,138.68880,1979
JA/NN-072,Amakazariyama,36.90200,137.96260,1963
JA/NN-073,Bouzudake,35.94330,137.82980,1961
JA/NN-074,JA/NN-074,35.39830,137.63400,1940
JA/NN-075,Hachibuseyama,36.16160,138.06030,1936
JA/NN-076,Kirigamine (Kurumayama),36.10290,138.19670,1925
JA/NN-077,Iidunayama,36.73940,138.13370,1917
JA/NN-078,Karei,35.81290,138.12910,1887
JA/NN-079,Kimenzan,35.49200,137.99020,1889
JA/NN-080,Mitsuminesan,36.16620,138.12849,1887
JA/NN-081,Tenguyama,35.99170,138.56900,1882
JA/NN-082,Itoseyama,35.70830,137.73380,1867
JA/NN-083,Daikurayama,36.85750,138.55099,1853
JA/NN-084,Higashiyama,36.77050,137.96471,1849
JA/NN-085,Idenokoujiyama,35.71340,137.48720,1840
JA/NN-086,Sadoyama,36.81360,138.08780,1828
JA/NN-087,Omihakayama,35.99180,138.60091,1822
JA/NN-088,Ookubo,36.05860,137.66679,1814
JA/NN-089,Washigamine,36.13010,138.15440,1798
JA/NN-090,Misokawa,36.01610,137.78999,1785
JA/NN-091,Takappyouyama,36.81070,138.49510,1747
JA/NN-092,Fujimidai,35.48300,137.62970,1739
JA/NN-093,Kitagawa,35.67510,138.04370,1738
JA/NN-094,Moraisan,36.11190,138.54770,1718
JA/NN-095,Nishimatayama,35.75470,137.53329,1717
JA/NN-096,Kanamoriyama,35.40910,137.93970,1703
JA/NN-097,Okegasawa,35.76580,137.43480,1697
JA/NN-098,Tokurayama (Inafuji),35.74500,138.05200,1681
JA/NN-099,Nagisodake,35.59250,137.64439,1679
JA/NN-100,Hakkenzan,36.85480,138.49001,1676
JA/NN-101,Takamatsu,36.15850,138.19370,1670
JA/NN-102,Hakoiwayama,35.80710,137.33141,1669
JA/NN-103,Jatougeyama,35.34140,137.68820,1664
JA/NN-104,Oomiyama,35.96180,138.58330,1664
JA/NN-105,Warisawa,35.79430,137.46240,1659
JA/NN-106,Kumabushiyama,35.26320,137.89490,1653
JA/NN-107,Kenashiyama,36.89780,138.48669,1650
JA/NN-108,Moriyasan,35.96750,138.09331,1650
JA/NN-109,Oomatsuyama,36.51240,138.30550,1649
JA/NN-110,Kadoma,36.46460,138.37050,1644
JA/NN-111,Hagetake,35.55280,137.70410,1636
JA/NN-112,Mineosan,36.01280,138.58640,1631
JA/NN-113,Iriyama,36.33320,138.06290,1626
JA/NN-114,Kuwanomine,36.48480,137.79491,1623
JA/NN-115,Hokurayama,36.13030,137.68810,1570
JA/NN-116,Oonagiyama,36.86230,137.95490,1570
JA/NN-117,Saburouzawa,35.85290,137.57260,1558
JA/NN-118,Aterayama,35.71610,137.59280,1558
JA/NN-119,Kazakoshiyama (Gongenyama),35.54950,137.78380,1535
JA/NN-120,Otomiyama,35.91330,138.06050,1528
JA/NN-121,Daigamine,35.79190,137.66280,1502
JA/NN-122,Oshinozawa,35.54220,137.74040,1499
JA/NN-123,Ookubo,35.91600,137.80569,1492
JA/NN-124,Shiramizu,36.54620,138.32350,1485
JA/NN-125,Hirokoyayama,36.13980,138.59331,1484
JA/NN-126,Masu,35.75140,137.65421,1478
JA/NN-127,Kamiseinaiji,35.53160,137.67410,1474
JA/NN-128,Ichinokurasawa,35.77890,137.58051,1467
JA/NN-129,Senbondachi,35.31500,137.67470,1466
JA/NN-130,Sangaimine,35.41590,137.67880,1464
JA/NN-131,Naruo,36.50420,138.27010,1459
JA/NN-132,Uematsu,35.82080,137.72040,1452
JA/NN-133,Heizoubora,35.39260,137.70270,1450
JA/NN-134,Hijiriyama,36.48420,138.02139,1447
JA/NN-135,Jinbagatayama,35.67410,137.98351,1445
JA/NN-136,Sunabachiyama,36.69900,138.03990,1432
JA/NN-137,Oosawayama,36.39860,138.06351,1440
JA/NN-138,Takatoyasan,35.50170,137.73920,1398
JA/NN-139,Kamanosawa,36.03450,137.90450,1393
JA/NN-140,JA/NN-140,36.65620,138.01410,1391
JA/NN-141,Madaraoyama,36.83740,138.27431,1382
JA/NN-142,Monomiyama,36.24740,138.60451,1375
JA/NN-143,Iseyama,35.61340,137.58360,1373
JA/NN-144,Iwatoya,36.73880,137.90570,1356
JA/NN-145,Koushasan (Takaifuji),36.79930,138.40379,1352
JA/NN-146,JA/NN-146,36.59290,137.81950,1337
JA/NN-147,Oobayashiyama,36.43680,138.12160,1333
JA/NN-148,Takakurayama,36.90290,138.61060,1330
JA/NN-149,Kutsukatayama,36.87040,137.91890,1325
JA/NN-150,Hatogamine,36.47900,138.23061,1320
JA/NN-151,Yogarasuyama,35.47100,137.68030,1319
JA/NN-152,Misawayama,35.94180,137.77119,1318
JA/NN-153,Happuuzan,36.27970,138.59740,1315
JA/NN-154,Oohorayama,36.37760,138.03970,1310
JA/NN-155,Myoutokusan,36.59940,138.30550,1294
JA/NN-156,Tsurugamine,36.01870,137.99260,1291
JA/NN-157,Nabekurayama,36.97660,138.38229,1289
JA/NN-158,Kyodaisan,36.50100,138.20180,1269
JA/NN-159,Tokkozan,36.32010,138.18739,1260
JA/NN-160,Hiraya CC,35.31850,137.60921,1254
JA/NN-161,Kamurikiyama (Obasuteyama),36.46880,138.10670,1252
JA/NN-162,Ogamidake,36.34750,138.12950,1250
JA/NN-163,Daimyoujindake,36.32230,138.11470,1232
JA/NN-164,Gongenyama,36.59020,137.86610,1223
JA/NN-165,Komayumidake,36.39230,138.11630,1223
JA/NN-166,Maeyama,36.02730,137.96130,1203
JA/NN-167,JA/NN-167,37.02510,138.50121,1200
JA/NN-168,Tougeyama,35.22570,137.78790,1200
JA/NN-169,Gatsuzousan,35.83680,138.08240,1192
JA/NN-170,JA/NN-170,35.28540,137.60760,1180
JA/NN-171,Takagariyama,36.50660,137.88690,1167
JA/NN-172,Choujyayama,36.54130,137.92281,1160
JA/NN-173,Hakamadake,36.86530,138.25771,1135
JA/NN-174,Toujiageyama,35.27160,137.77209,1132
JA/NN-175,Mitsuminesan,36.48540,138.07300,1131
JA/NN-176,Shiroyama,35.65480,137.63510,1100
JA/NN-177,Gorigamine,36.48630,138.17580,1094
JA/NN-178,Ooborayama,36.44270,137.81821,1093
JA/NN-179,JA/NN-179,36.63700,137.92220,1059
JA/NN-180,Takatokiyama,35.55160,137.57159,1037
JA/NN-181,Fujidakesan,36.32010,138.22270,1034
JA/NN-182,Kenashiyama,36.88190,138.29590,1022
JA/NN-183,Near Ooubayama,36.51810,137.93340,1006
JA/NN-184,Fujinotou,36.64740,138.13640,998
JA/NN-185,Kyougakura,36.43300,137.95110,990
JA/NN-186,Tokurayama,36.91400,137.89349,976
JA/NN-187,Shiroyama,36.49320,137.92661,952
JA/NN-188,Shiroyama,36.40720,138.18221,933
JA/NN-189,Iidunayama,36.39210,138.15060,932
JA/NN-190,JA/NN-190,36.54030,138.06320,926
JA/NN-191,Onoyama,36.36330,138.26131,800
JA/NN-192,Suisyouzan,35.45130,137.77780,798
JA/NN-193,Moriyama,35.32310,137.94290,718
JA/NN-194,Sannosawadake,35.76670,137.79401,2846
JA/NN-195,Amidadake,35.97240,138.35880,2805
JA/NN-196,Rengedake,36.53570,137.71049,2798
JA/NN-197,Karasawadake,36.46120,137.71671,2632
JA/NN-198,Iwakoyasawadake,36.57700,137.71339,2630
JA/NN-199,Fudoudake,36.49550,137.66750,2601
JA/NN-200,Nanakuradake,36.51070,137.69450,2509
JA/NN-201,Nakayama,36.32530,137.70461,2492
JA/NN-202,Yakedake,36.22690,137.58710,2455
JA/NN-203,Junction peak,36.22270,137.67050,2428
JA/NN-204,Kurofuyama,36.40520,138.48860,2404
JA/NN-205,Kengamine,36.39290,138.50340,2281
JA/NN-206,Abousan,36.19060,137.59509,2220
JA/NN-207,Nekodake,36.54910,138.39529,2207
JA/NN-208,JA/NN-208,35.56330,138.09340,2082
JA/NN-209,Eboshidake,36.43340,138.38710,2066
JA/NN-210,JA/NN-210,36.07310,137.78210,2022
JA/NN-211,Fuji,35.99560,137.69780,1984
JA/NN-212,Ooidosawa,35.61610,138.13589,1981
JA/NN-213,Motoyazu,36.02060,137.65170,1937
JA/NN-214,Togakushiyama,36.77040,138.05510,1904
JA/NN-215,Karei Kogen,35.81290,138.12910,1887
JA/NN-216,Otokoyama,35.99380,138.54761,1851
JA/NN-217,Onnayama,35.93850,138.52440,1734
JA/NN-218,Mayumizawa,35.77200,137.47861,1704
JA/NN-219,Mushikurayama,36.15140,138.21930,1659
JA/NN-220,Toyamine,36.28710,138.03999,1629
JA/NN-221,Oonagiyama,36.86230,137.95490,1570
JA/NN-222,Ichiyasan,36.72280,137.98940,1562
JA/NN-223,Nunoiwayama,36.86970,138.61360,1495
JA/NN-224,Kanbadaira,36.87830,137.96719,1485
JA/NN-225,Near Minamimukai,35.63240,138.02029,1440
JA/NN-226,Yabitsuyama,36.49170,137.76131,1350
JA/NN-228,Oominesan,36.45090,138.24190,1327
JA/NN-229,Yodate,35.27580,137.62560,1322
JA/NN-230,Kokarasawayama,36.17660,138.59320,1300
JA/NN-231,Higashitarouyama,36.44050,138.26891,1300
JA/NN-232,Hanareyama,36.35380,138.61189,1256
JA/NN-233,Hisanoi,36.08430,137.94220,1160
JA/NN-234,Kokuzousan,36.36810,138.01199,1139
JA/NN-235,Motoyama,35.52170,137.95850,1133
JA/NN-236,Nakasokura,35.72840,138.01590,1120
JA/NN-237,Minamiura,36.67010,137.95711,1119
JA/NN-238,Hinoiriyama,35.42290,137.72301,1072
JA/NN-239,Iimoriyama,36.79080,138.42191,1064
JA/NN-240,Wakahotaroyama,36.59720,138.27490,997
JA/NN-241,Tateyama,36.80850,137.91830,938
JA/NN-242,Nagamineyama,36.33580,137.94070,933
JA/NN-243,Megamidake,36.33920,138.16251,930
JA/NN-244,Tenkoumine,36.53980,137.95039,890
JA/NN-245,Kawanakajima CC,36.57750,138.08881,774
JA/NN-246,Minakamiyama,36.55260,138.22411,660
JA/NN-247,Fujinotou,36.64740,138.13640,992
JA/NR-001,Hakkyougadake,34.17360,135.90750,1915
JA/NR-002,Busshougadake,34.13450,135.91310,1805
JA/NR-003,Daifugendake,34.22790,135.96280,1780
JA/NR-004,Inamuragatake,34.23760,135.92371,1726
JA/NR-005,Ryuugatake,34.24430,135.95520,1725
JA/NR-006,Ootenjougadake,34.28460,135.91440,1439
JA/NR-007,Minamihachininyama,34.02870,135.86070,1408
JA/NR-008,Senrimine,34.32710,136.11459,1400
JA/NR-009,Mitsuzuka,34.25450,135.89400,1380
JA/NR-010,Shirahigedake,34.29290,136.04691,1378
JA/NR-011,Nehandake,34.05820,135.89690,1376
JA/NR-012,Kasasuteyama,33.98280,135.89830,1353
JA/NR-013,Kurotaninokashira,34.08420,135.92799,1334
JA/NR-014,Hokozaidake,34.00720,135.62531,1320
JA/NR-015,Shoubutsuyama Nanpou,34.34330,136.02699,1310
JA/NR-016,Tenhourindake,34.02460,135.90981,1282
JA/NR-017,Arataniyama,34.11970,136.05530,1267
JA/NR-018,Hiyamizuyama,33.89910,135.65280,1262
JA/NR-019,Koujindake,34.15240,135.65450,1260
JA/NR-020,Hadakadake,34.10920,135.69490,1259
JA/NR-021,Nonoharatsuji,34.02880,135.59579,1240
JA/NR-022,Shisuniwayama,34.32090,135.90990,1236
JA/NR-023,Ootougeyama,33.95470,135.61819,1212
JA/NR-024,Hiurayama,34.02630,135.73309,1194
JA/NR-025,Hakurokusan,34.16450,135.77780,1189
JA/NR-026,Mizugamine Nanpou,34.15560,135.61659,1184
JA/NR-027,Kaminaritouge2,34.06400,136.07260,1182
JA/NR-028,Jinomune,34.16170,135.72510,1178
JA/NR-029,Kongouzan,34.41940,135.67290,1125
JA/NR-030,Shiraishiyama,34.21100,135.78931,1120
JA/NR-031,Togasayama,34.19200,135.75850,1118
JA/NR-032,Urumetaninokashira,34.09790,136.02361,1114
JA/NR-033,Takashiroyama,34.23470,135.80510,1111
JA/NR-034,Jingamine,34.20390,135.63470,1106
JA/NR-035,Tamakiyama,33.92660,135.83160,1077
JA/NR-036,Kunimiyama,34.51650,136.09340,1016
JA/NR-037,Near Kogoyama,34.50260,136.15150,960
JA/NR-038,Kabutodake,34.52580,136.12061,920
JA/NR-039,Kumagadake,34.46710,135.89191,904
JA/NR-040,Saburoudake,34.50580,136.02730,879
JA/NR-041,Oharamine,33.97390,135.78419,863
JA/NR-042,Kaigahirayama,34.56030,135.94630,822
JA/NR-043,Nukaidake,34.55890,135.96899,812
JA/NR-044,JA/NR-044,34.49400,136.12820,794
JA/NR-045,Hase,34.02010,135.96330,704
JA/NR-046,JA/NR-046,34.31740,135.83870,694
JA/NR-047,Washikamura,34.41330,135.99400,686
JA/NR-048,Kunimiyama,34.63480,135.90120,680
JA/NR-049,Ikomayama,34.67850,135.67900,642
JA/NR-050,Inasayama,34.50490,135.96660,637
JA/NR-051,Kitamuke,34.32740,135.80521,636
JA/NR-052,Ryuuouzan,34.30340,135.74930,619
JA/NR-053,Oomoriyama,33.91370,135.88940,542
JA/NR-054,Kamakuradake,34.51880,135.91040,525
