SummitCode,SummitName,Latitude,Longitude,AltM
JA/HS-193,Ryuuouyama,34.36830,133.07260,445
JA/HS-194,Hongou,34.85590,132.94150,440
JA/HS-195,Kumagamine,34.43340,133.36819,438
JA/HS-196,Dabouzan,34.15110,132.46851,438
JA/HS-197,Matahira,34.83510,132.81310,435
JA/HS-198,Kokuzousan,34.31220,132.71010,431
JA/HS-199,JA/HS-199,34.54180,132.43970,430
JA/HS-200,Takahachiyama,34.51540,132.41229,429
JA/HS-201,Hachigamine,34.39270,133.12801,429
JA/HS-202,Tado,34.19340,132.70911,421
JA/HS-203,Iwayama,34.31120,132.63631,419
JA/HS-204,Kinomuneyama,34.46300,132.54710,413
JA/HS-205,Kakiyama,34.29410,133.13130,408
JA/HS-206,Ootaniyama,34.50090,133.27380,401
JA/HS-207,Kumandake,34.26950,132.46780,400
JA/HS-208,Takamasuyama,34.50630,133.30119,400
JA/HS-209,Hachimakiyama,34.26370,132.54770,400
JA/HS-210,Okuyama (Kannonyama),34.30980,133.19080,390
JA/HS-211,Ryumokuzan,34.30260,132.76469,386
JA/HS-212,Heikeyama,34.35260,132.96870,383
JA/HS-213,Mizujiri,34.26530,132.74330,369
JA/HS-214,Shiratakeyama,34.21500,132.64580,358
JA/HS-215,Setoshimayama,34.17590,132.51210,339
JA/HS-216,Takayama,34.34880,133.30409,328
JA/HS-217,JA/HS-217,34.31750,133.07120,322
JA/HS-218,Takaosan,34.17760,132.78799,317
JA/HS-219,JA/HS-219,34.29150,132.74350,302
JA/HS-220,Umanoseyama,34.44530,133.31320,298
JA/HS-221,Shindouyama,34.20700,132.45370,286
JA/HS-222,Takamiyama,34.36830,133.20711,283
JA/HS-223,Akikofuji,34.31920,132.43990,278
JA/HS-224,Oohirayama,34.18260,132.66341,275
JA/HS-225,Tsukumo,34.25150,132.44119,263
JA/HS-226,Oujyou,34.34350,133.27679,256
JA/HS-227,Kashima,34.06050,132.53290,229
JA/HS-228,Muroo,34.10300,132.55260,214
JA/HS-229,Atadajima,34.19300,132.30830,204
JA/HS-230,Shimotakayama,34.30160,132.43201,203
JA/HS-231,Jyumonjiyama,34.36970,133.26559,184
JA/HS-232,Hashirijima,34.33950,133.44341,179
JA/HS-233,Futatsugashira,34.28710,132.91890,159
JA/HS-234,Kanawafuji,34.33510,132.48260,158
JA/HS-235,Megahirayama,34.49710,132.12540,1082
JA/HS-236,JA/HS-236,35.06890,133.09900,1055
JA/HS-237,Oooniyama,35.00870,132.93460,1004
JA/HS-238,JA/HS-238,35.01660,133.30350,956
JA/HS-239,Chidori,35.00190,133.28799,953
JA/HS-240,Mukaiya,34.44330,132.10970,944
JA/HS-241,JA/HS-241,34.94430,133.15669,918
JA/HS-242,Daizen,34.76130,132.29491,910
JA/HS-243,JA/HS-243,34.80700,132.55220,900
JA/HS-244,Kannokiyama,34.57440,132.75841,891
JA/HS-245,JA/HS-245,35.03220,133.13519,879
JA/HS-246,JA/HS-246,35.01380,133.11560,874
JA/HS-247,Samuyama,34.45710,132.30980,869
JA/HS-248,Himuroyama,35.00150,132.88120,864
JA/HS-249,JA/HS-249,34.96130,132.88220,844
JA/HS-250,Oogakeyama,34.61840,132.51910,818
JA/HS-251,Kamamineyama,34.93770,132.93800,788
JA/HS-252,Nagao,34.49800,132.26669,781
JA/HS-253,JA/HS-253,34.60500,132.35100,775
JA/HS-254,Takakayama,34.62740,132.28960,751
JA/HS-255,Konsumidera,34.72770,133.24969,746
JA/HS-256,Shitengaiyama,34.90360,133.11150,737
JA/HS-257,Andayama,34.50710,132.63361,734
JA/HS-258,Near Nogaiyama,34.37200,132.27510,730
JA/HS-259,JA/HS-259,34.75350,133.29111,710
JA/HS-260,Gongenyama,34.76880,133.27730,678
JA/HS-261,JA/HS-261,34.63970,133.14200,638
JA/HS-262,JA/HS-262,34.74610,132.59030,634
JA/HS-263,Ryuou,34.51690,132.87070,619
JA/HS-264,Ooyama,34.84220,132.75560,612
JA/HS-265,Myojinyama,34.67390,132.91370,592
JA/HS-266,Motokushiyama,34.54750,132.41789,572
JA/HS-267,Takoudayama,34.89080,132.76550,564
JA/HS-268,Near Takagi Shrine,34.62130,133.21629,564
JA/HS-269,JA/HS-269,34.91200,133.24561,558
JA/HS-270,Kamuokuyama,34.34380,132.76300,541
JA/HS-271,Near Iwatanikannon,34.48030,132.84500,519
JA/HS-272,Uedayama,34.32630,132.73770,510
JA/HS-273,Hinomiyama,34.55530,132.46280,503
JA/HS-274,JA/HS-274,34.35130,132.87070,480
JA/HS-275,JA/HS-275,34.33110,132.20441,471
JA/HS-276,Mitsuishiyama,34.31590,132.58070,450
JA/HS-277,Terayashiki,34.86630,132.94020,441
JA/HS-278,Near Nakakura,34.32480,132.55600,430
JA/HS-279,JA/HS-279,34.50480,132.46381,422
JA/HS-280,Eboshiiwa,34.27990,132.53059,410
JA/HS-281,Houdaisan,34.24440,132.39810,401
JA/HS-282,JA/HS-282,34.55300,133.21980,400
JA/HS-283,Makaenzan,34.49160,133.19640,382
JA/HS-284,Shiratakiyama,34.35440,132.99600,350
JA/HS-285,Hiurayama,34.38280,132.54210,345
JA/HS-286,Takamatsuyama,34.52560,132.52130,338
JA/HS-287,Ryuoudaira,34.40650,132.93311,327
JA/HS-288,JA/HS-288,34.10240,132.56000,272
JA/HS-289,JA/HS-289,34.26110,132.92770,263
JA/HS-290,Ushidayama,34.42280,132.48550,260
JA/HS-291,Taiheizan,34.33630,133.11040,268
JA/HS-292,JA/HS-292,34.40300,133.05070,257
JA/HS-293,Mermaid Fukuyama GC,34.53370,133.40080,257
JA/HS-294,JA/HS-294,34.21890,132.20740,251
JA/HS-295,Ryuouzan,34.33320,133.14490,243
JA/HS-296,Toba,34.33990,133.02010,228
JA/HS-297,Shiratakiyama,34.34460,133.15800,226
JA/HS-298,Zaouyama,34.51300,133.38400,225
JA/HS-299,Okiura,34.17120,132.74940,224
JA/HS-300,Ougonzan,34.36720,132.49060,221
JA/HS-301,Tenguyama,34.28760,133.18671,207
JA/HS-302,Hotokenotou,34.20940,132.48340,204
JA/HS-303,Uchiurayama,34.35930,133.33121,202
JA/HS-304,Kagarayama,34.39260,133.25330,164
JA/HS-305,Oomisen,34.38420,133.39639,158
JA/HS-306,Iwami,34.37640,132.91060,403
JA/IB-001,Yamizosan,36.93020,140.27280,1022
JA/IB-002,Eizoumuro,36.87410,140.60310,882
JA/IB-003,Tsukubasan,36.22540,140.10680,878
JA/IB-004,Kabasan,36.29880,140.14349,709
JA/IB-005,Nantaisan,36.72420,140.41969,654
JA/IB-006,Ashiosan,36.27970,140.14771,628
JA/IB-007,Takasuzuyama,36.62100,140.58780,623
JA/IB-008,Nandaisan,36.30460,140.22231,553
JA/IB-009,Nabeashiyama,36.74840,140.46980,552
JA/IB-010,Takamine,36.40030,140.16541,520
JA/IB-011,Wagakunisan,36.32190,140.20110,518
JA/IB-012,Kogurayama,36.71640,140.31410,512
JA/IB-013,Choufukuzan,36.72750,140.40590,496
JA/IB-014,Higashikanasayama,36.68030,140.49899,490
JA/IB-015,Keisokusan,36.45700,140.20750,431
JA/IB-016,Kunimiyama,36.42690,140.22701,392
JA/IB-017,Tomiyasan,36.38851,140.10680,360
JA/IB-018,JA/IB-018,36.36800,140.18030,300
JA/IB-019,Kaminesan,36.63480,140.60880,599
JA/IB-020,Minamiyama,36.74880,140.30260,511
JA/IB-021,Shimodoudaira,36.70590,140.34680,468
JA/IB-022,Houkyosan(Odayama),36.16750,140.13010,461
JA/IB-023,Kagadayama,36.32410,140.24760,410
JA/IB-024,Takatoriyama,36.50570,140.28540,356
JA/IB-025,Daisyozan,36.38000,140.06070,283
JA/IK-001,Oochousan,36.09050,136.65140,1671
JA/IK-002,Shougasan,36.22050,136.68500,1624
JA/IK-003,JA/IK-003,36.20420,136.68629,1609
JA/IK-004,Dainichizan,36.16210,136.49330,1368
JA/IK-005,Bunaoyama,36.27030,136.74181,1365
JA/IK-006,Shirakiyama,36.17780,136.55620,1317
JA/IK-007,Kuchisanboudake,36.37320,136.71550,1269
JA/IK-008,Wassougatake,36.26580,136.61549,1097
JA/IK-009,Fujishagadake,36.18860,136.36391,942
JA/IK-010,JA/IK-010,36.36630,136.64371,691
JA/IK-011,Oomizonoue,36.22150,136.41811,689
JA/IK-012,JA/IK-012,36.31480,136.59891,684
JA/IK-013,Ookuradake,36.28430,136.54849,651
JA/IK-014,Houdatsusan,36.78190,136.81310,637
JA/IK-015,Mizutsuboyama,36.20140,136.33009,630
JA/IK-016,Yurugiyama,36.27630,136.49719,604
JA/IK-017,Myoujinyama,37.38630,136.96080,570
JA/IK-018,Sekidousan,36.96550,136.97090,564
JA/IK-019,Myoujinyama,36.39070,136.59450,513
JA/IK-020,Houryuuzan,37.42850,137.16251,471
JA/IK-021,Nekogadake,37.47330,137.13290,412
JA/IK-022,Kuwatsukayama,37.22800,136.79939,409
JA/IK-023,Kawachidake,37.21000,136.82001,399
JA/IK-024,Sahinoyama,37.35350,136.82910,388
JA/IK-025,JA/IK-025,36.16110,136.73260,2080
JA/IK-026,Kanbayama,36.22390,136.79890,1774
JA/IK-027,Narugamine,36.38890,136.73990,1056
JA/IK-028,Kazuse,36.31140,136.59090,684
JA/IK-029,Tomuroyama,36.53120,136.74690,548
JA/IK-030,Kekachiyama,37.36200,136.89110,343
JA/IK-031,Sabiyayama,37.32540,136.77451,342
JA/IK-032,Bijyougaokakyukeijyo,37.00613,136.85120,224
JA/IK-033,Yomuradukayama,37.11900,136.97470,197
JA/IT-001,Iwatesan,39.85260,141.00101,2038
JA/IT-002,Hayachinesan,39.55840,141.48900,1917
JA/IT-003,Yakushidake,39.52990,141.49570,1645
JA/IT-004,Gentagatake,39.88080,140.89059,1545
JA/IT-005,Hachimantai,39.95780,140.85410,1613
JA/IT-006,Yakeishidake,39.16370,140.82880,1547
JA/IT-007,Zarumoriyama,39.79150,140.84540,1541
JA/IT-008,Wagadake,39.57040,140.75420,1440
JA/IT-009,Kyouzukayama,39.18090,140.88870,1372
JA/IT-010,Aomatsubayama,39.69750,141.48351,1365
JA/IT-011,Goyouzan,39.20540,141.73210,1351
JA/IT-012,Magarisakiyama,39.88160,140.79980,1334
JA/IT-013,Sakainokamidake,39.75030,141.62640,1319
JA/IT-014,Odake,39.32560,141.70930,1312
JA/IT-015,Gaitakamori,39.71180,141.60451,1304
JA/IT-016,Rokkoushisan,39.31830,141.65021,1293
JA/IT-017,Toojimayama,40.02070,141.64430,1262
JA/IT-018,Hitsutoriyama,39.71080,141.42430,1261
JA/IT-019,Yabukawazawakashira,39.75760,141.42529,1259
JA/IT-020,Akkamori,40.03800,141.54100,1239
JA/IT-021,Tougenokamiyama,39.72690,141.78110,1229
JA/IT-022,Aizensan,39.21850,141.70320,1228
JA/IT-023,Ooshiromori,39.84200,140.78510,1216
JA/IT-024,JA/IT-024,39.60360,141.40300,1216
JA/IT-025,JA/IT-025,39.29430,141.68050,1184
JA/IT-026,Misugodake,39.90010,141.48540,1182
JA/IT-027,Yomogimori,40.02300,141.60699,1174
JA/IT-028,Shiramiyama,39.44640,141.72079,1172
JA/IT-029,Anamegatake,39.93850,141.62790,1168
JA/IT-030,Ooazamiyama,39.02150,140.78571,1166
JA/IT-031,Yomogidaira,39.52930,141.74840,1160
JA/IT-032,Himekamisan,39.84400,141.24690,1124
JA/IT-033,Kawanagedake,40.16840,140.86090,1122
JA/IT-034,Hakoishi,39.64600,141.67821,1117
JA/IT-035,Higashiyama,39.09630,140.75600,1117
JA/IT-036,Kuromoriyama,39.91080,141.72279,1106
JA/IT-037,JA/IT-037,39.20920,140.76740,1106
JA/IT-038,Katchi,39.75360,141.70410,1105
JA/IT-039,Sasamoriyama,39.12400,140.79919,1090
JA/IT-040,Inaniwadake,40.19860,141.04620,1078
JA/IT-041,Yakikurayama,39.82930,141.58810,1068
JA/IT-042,Nanashigureyama,40.06930,141.10561,1063
JA/IT-043,Mahirudake,39.44790,140.67650,1059
JA/IT-044,Takakurayama,40.06820,140.92300,1051
JA/IT-045,Ishikamiyama,39.37410,141.45641,1037
JA/IT-046,Nakadake,40.24600,140.94440,1024
JA/IT-047,Mousennagare,39.42540,141.74471,1021
JA/IT-048,Nishidake,40.08560,141.17200,1018
JA/IT-049,Senbagatake,39.32100,141.78329,1015
JA/IT-050,Takasuzuyama,39.26390,141.68860,1013
JA/IT-051,Takaeyama,39.40960,141.43130,993
JA/IT-052,Matsurubeyama,39.02030,140.84309,990
JA/IT-053,JA/IT-053,39.24570,141.70570,990
JA/IT-054,Iwadakinohana,39.62010,141.67020,984
JA/IT-055,Gongenyama,39.35160,141.66080,970
JA/IT-056,Tatarayama,40.08900,141.48560,970
JA/IT-057,Matsukurayama,39.44950,140.93320,967
JA/IT-058,Daisyakuyama,39.80280,141.30960,965
JA/IT-059,Otsukiyama,40.02660,141.04100,954
JA/IT-060,Kuromoriyama,40.04970,141.36920,947
JA/IT-061,Kuromori,39.34830,140.86839,944
JA/IT-062,Sugakurayama,39.57940,140.97350,940
JA/IT-063,Shikakonoyama,39.48140,140.72780,937
JA/IT-064,Azumanesan,39.58740,141.05980,928
JA/IT-065,Takahinousan,39.06130,140.90469,927
JA/IT-066,Oomori,39.84810,141.35800,925
JA/IT-067,Monomiyama,39.29430,141.51060,917
JA/IT-068,Arasawamori,39.36320,140.86310,916
JA/IT-069,Nobeyama,39.91850,141.77921,916
JA/IT-070,Maetsukamiyama,39.25020,140.93150,915
JA/IT-071,Kyuzouzaka,40.01450,141.41960,914
JA/IT-072,Aomatsubayama,39.64690,141.62531,913
JA/IT-073,Maegariyama,39.62480,141.73711,913
JA/IT-074,Kosugisawayama,39.51790,140.88240,912
JA/IT-075,Muronesan,38.97520,141.44730,895
JA/IT-076,Harataisan,39.06890,141.47839,894
JA/IT-077,Tsukasemori,39.51190,140.98680,892
JA/IT-078,Chougamori,39.37870,140.91029,892
JA/IT-079,Near Kasatsumeyama,39.15510,141.73970,888
JA/IT-080,Sadatouyama,39.23640,141.48660,884
JA/IT-081,Aodaira,40.19490,140.93671,878
JA/IT-082,Hikamisan,39.05890,141.66051,874
JA/IT-083,Monomiyama,39.20110,141.40170,870
JA/IT-084,Tateyamori,39.41000,140.87010,869
JA/IT-085,Kasanokayouyama,39.33490,141.41420,869
JA/IT-086,Takateyama,39.02950,140.89810,867
JA/IT-087,Hakogamori,39.64820,141.04680,865
JA/IT-088,Oritsumedake,40.26880,141.37450,852
JA/IT-089,Nansyouzan,39.62260,141.05701,848
JA/IT-090,Togusazawa,39.47200,141.67931,844
JA/IT-091,Takashimizu,39.37290,141.50110,842
JA/IT-092,Kuromoriyama,39.60370,141.27769,837
JA/IT-093,Tadami,39.97160,141.35280,820
JA/IT-094,Owasarabiyama,40.04970,141.75850,814
JA/IT-095,Asahiyama,40.11230,140.92439,791
JA/IT-096,Kunimiyama,39.04860,140.94991,788
JA/IT-097,Houraisan,39.08620,141.31340,787
JA/IT-098,Oonoyama,39.53720,141.28841,786
JA/IT-099,Kamisunako,40.06530,141.43179,783
JA/IT-100,Abarayama,39.13690,141.33279,782
JA/IT-101,Syushiyama,40.13360,141.38969,773
JA/IT-102,Kounesan,39.97780,141.76410,770
JA/IT-103,Warikurayama,39.32950,140.71030,770
JA/IT-104,Kotakimori,39.04740,140.86031,766
JA/IT-105,Oomoriyama,38.86200,141.45219,759
JA/IT-106,Hachimoriyama,39.43480,141.36630,757
JA/IT-107,Osukeyama,39.61670,140.92920,756
JA/IT-108,Imadeyama,39.10760,141.75439,755
JA/IT-109,Menzukumeyama,39.77960,141.83620,744
JA/IT-110,Fuyube,40.12920,141.34579,744
JA/IT-111,Kuromori,40.11110,140.97501,741
JA/IT-112,Hashikamidake (Taneichidake),40.40070,141.58440,739
JA/IT-113,Nakazawa,39.90020,141.64371,734
JA/IT-114,Ookubonagane,40.07280,141.64990,733
JA/IT-115,Jyuunishinzan,39.53860,141.97490,731
JA/IT-116,Hikime,39.67570,141.85030,730
JA/IT-117,Kanokurayama,39.12130,141.52060,728
JA/IT-118,Onigaseyama,39.64490,141.26050,724
JA/IT-119,Takahirayama,39.50690,140.78430,722
JA/IT-120,Yakata,39.79400,141.59930,721
JA/IT-121,Near Samunaganeyama (Kihata),40.11700,141.62390,720
JA/IT-122,Takamoriyama,39.18050,141.64780,717
JA/IT-123,Kujihiradake,40.35810,141.61279,706
JA/IT-124,Oohirayama,39.10810,141.55881,691
JA/IT-125,Nagaiwamori,39.53570,141.85770,690
JA/IT-126,Chounamori,39.62730,140.86861,689
JA/IT-127,Sanbotojikashira,39.59650,141.81560,687
JA/IT-128,Kobiyama,39.09700,140.90460,684
JA/IT-129,Oomori,39.81470,141.83121,680
JA/IT-130,Tomoriyama,39.31630,141.34460,670
JA/IT-131,Oinegamori,39.37010,141.78960,664
JA/IT-132,Natsugayo,39.16540,141.63260,653
JA/IT-133,Kuromoriyama,39.55820,141.06171,647
JA/IT-134,Futagouyama,39.30150,141.44749,634
JA/IT-135,Oohachimoriyama,39.07400,141.24950,633
JA/IT-136,Mesukeyama,39.61460,140.95970,620
JA/IT-137,Atsumanesan,39.17570,141.57710,619
JA/IT-138,JA/IT-138,39.56280,141.87480,619
JA/IT-139,Matsukurayama,39.23500,141.82001,615
JA/IT-140,Oomatayama,39.07680,141.77609,613
JA/IT-141,Kujirayama,39.40130,141.92281,609
JA/IT-142,Asashimayama,39.63240,141.22720,607
JA/IT-143,JA/IT-143,39.27510,140.92990,603
JA/IT-144,Hayama,39.28850,140.93629,600
JA/IT-145,Hiryuzan,39.39460,141.31441,598
JA/IT-146,Tabashineyama,39.01290,141.18401,595
JA/IT-147,Budoumori,39.35690,141.85539,587
JA/IT-148,Moridake,39.16530,141.55940,575
JA/IT-149,Ishizakamori,39.40480,141.88690,573
JA/IT-150,Isakozawa,39.52580,141.03169,570
JA/IT-151,Nagamine,39.30090,141.55009,551
JA/IT-152,Kanedamori,39.51310,141.88010,548
JA/IT-153,JA/IT-153,39.40740,141.82600,547
JA/IT-154,Kanenariyama,39.31230,141.29849,540
JA/IT-155,JA/IT-155,39.80860,141.89090,538
JA/IT-156,Hodohirazawa,39.88960,141.89000,521
JA/IT-157,Kasaneyama,39.27220,141.30409,520
JA/IT-158,Dairokusan,39.12040,141.84599,514
JA/IT-159,Kameyama,39.85920,141.89191,498
JA/IT-160,Hachikabuyama,39.36320,141.37219,496
JA/IT-161,Ougonzan,38.86260,141.39740,482
JA/IT-162,Itakiyama,39.22340,141.89951,477
JA/IT-163,Okurisenyama,39.93030,141.16490,472
JA/IT-164,Nagahatayama,39.11390,141.65581,461
JA/IT-165,Hakoneyama,39.01650,141.69110,446
JA/IT-166,Sakihama,39.10210,141.88770,444
JA/IT-167,Terasawa,40.26310,141.26151,440
JA/IT-168,Takekurabeyama,38.96230,141.27330,435
JA/IT-169,Jinnaimine,39.30650,141.23740,430
JA/IT-170,Nanatsumori,39.98030,141.93159,429
JA/IT-171,Tatarayama,39.67100,141.18590,390
JA/IT-172,Oowatari,39.28650,141.87579,380
JA/IT-173,Choushiyama,39.18270,141.27930,365
JA/IT-174,Tateishiyama,39.03600,141.81990,358
JA/IT-175,Iiokayama,39.66850,141.09219,358
JA/IT-176,Myoujindake,39.28180,141.18680,356
JA/IT-177,Ishikurayama,38.93870,141.23061,355
JA/IT-178,Udogamori,38.96330,141.20360,350
JA/IT-179,Kamomemoriyama,39.32510,141.96249,325
JA/IT-180,Takaudoyama,38.87330,141.30760,313
JA/IT-181,Nagasakiyama,39.02880,141.75349,290
JA/IT-182,Takakurayama,39.78680,140.89000,1408
JA/IT-183,Shiromoriyama,39.51040,141.44600,1338
JA/IT-184,Maemoriyama,39.97770,140.95830,1303
JA/IT-185,JA/IT-185,39.68140,141.39619,1174
JA/IT-186,Nishiyama,39.67650,141.65810,1170
JA/IT-187,Near Myozawayama,39.50750,141.72740,1139
JA/IT-188,JA/IT-188,39.08540,140.75861,1120
JA/IT-189,Yokodake,39.22990,140.88190,1099
JA/IT-191,Oomabuyama,39.44220,141.45390,1043
JA/IT-192,Oozudake,39.45680,141.65950,1028
JA/IT-193,Near Goishitouge,39.89820,141.71120,1000
JA/IT-194,Hanagurodake,40.08270,141.49620,970
JA/IT-195,JA/IT-195,39.45480,140.91280,960
JA/IT-196,Near Hinokizawa,39.23580,140.85120,940
JA/IT-197,Nekoyama,39.47950,141.38921,920
JA/IT-198,Ogaramoriyama,39.24740,140.91510,914
JA/IT-199,Tougeyama,39.57440,141.31821,907
JA/IT-200,Takanohashi,39.26030,140.82359,841
JA/IT-201,Aonokimori,39.53140,140.96100,830
JA/IT-202,Iwagami,40.12370,141.40430,787
JA/IT-203,Dokugamori,39.63560,141.04179,782
JA/IT-204,Gongenmori,39.53930,140.98959,773
JA/IT-205,JA/IT-205,39.39630,140.93671,756
JA/IT-206,Sano,39.25100,141.62090,743
JA/IT-207,Kodairamori,39.09560,141.52440,724
JA/IT-208,Takamori,39.65470,141.29610,700
JA/IT-209,Ootsukitouge,40.01630,141.73920,698
JA/IT-210,Jisayama,39.54690,141.35300,681
JA/IT-211,Yagamidake,40.12720,140.94420,666
JA/IT-212,Aizawamori,39.76840,141.90030,613
JA/IT-213,JA/IT-213,39.55170,141.83929,612
JA/IT-214,Hyuugayama,39.45820,141.35950,573
JA/IT-215,JA/IT-215,39.52240,141.07449,570
JA/IT-216,Shigakiyama,39.40050,140.77820,562
JA/IT-217,Oomoriyama,39.46650,141.00360,543
JA/IT-218,Hinataorikiyama,39.37700,141.28850,530
JA/IT-219,Yagoshiyama,38.91280,141.43880,518
JA/IT-220,Tougeyama,39.29320,140.85760,515
JA/IT-221,Karogatake,39.46810,142.03610,507
JA/IT-222,JA/IT-222,39.30690,141.86279,469
JA/IT-223,Todoyama,39.54780,142.05611,464
JA/IT-224,Sotoyama,39.32530,141.84419,461
JA/IT-225,Kokujirayama,39.38390,141.91251,460
JA/IT-226,Tsukiyama,39.62080,142.00529,455
JA/IT-227,Nishiyamatouge,39.27600,141.18961,358
JA/IT-228,Takasuyama,39.23030,141.93370,341
JA/IT-229,JA/IT-229,39.43390,141.99651,320
JA/IT-230,Maeda,39.32110,141.93581,286
JA/IT-231,Nitayama,38.98150,141.67760,252
JA/IT-232,Tomorisan,39.31360,141.34660,679
JA/KN-001,Hirugatake,35.48630,139.13890,1673
JA/KN-002,Hinokiboramaru,35.47890,139.10271,1602
JA/KN-003,Oomuroyama,35.51100,139.06860,1588
JA/KN-004,Kamiyama,35.23340,139.02090,1438
JA/KN-005,Komotsurushiyama,35.46370,138.97850,1379
JA/KN-006,Ooyama,35.44080,139.23120,1252
JA/KN-007,Kintokizan,35.28970,139.00490,1213
JA/KN-008,Ameyama,35.43790,139.12340,1176
JA/KN-009,Myoujingatake,35.27950,139.05251,1169
JA/KN-010,Mikuniyama,35.21590,138.98410,1102
JA/KN-011,Kamifutagoyama,35.21470,139.04190,1099
JA/KN-012,Gongenyama,35.43060,139.02530,1019
JA/KN-013,Kayamaru,35.67230,139.13631,1019
JA/KN-014,Taikanzan,35.18310,139.04610,1012
JA/KN-015,Furouzan,35.39970,139.00310,928
JA/KN-016,Yaguradake,35.32860,139.03540,870
JA/KN-017,Bukkasan,35.52060,139.25810,747
JA/KN-018,Sekirouzan,35.58520,139.19060,702
JA/KN-019,Sendoujiyama,35.56160,139.22540,583
JA/KN-020,Gongendaira,35.54570,139.23570,569
JA/KN-021,Amagoiyama,35.55660,139.27409,429
JA/KN-022,Shiroyama,35.58310,139.27870,375
JA/KN-023,Fudouyama,35.31640,139.19780,328
JA/KN-024,Doukakunoatama,35.46590,139.10460,1491
JA/KN-025,Isezawanoatama,35.42590,139.10570,1177
JA/KN-026,Marudake,35.27040,138.98219,1156
JA/KN-027,Byoubuyama,35.19710,139.03841,948
JA/KN-028,Jinbasan,35.65210,139.16660,855
JA/KN-029,Nabewarashi,35.48540,139.23621,817
JA/KN-030,Ishizareyama,35.57260,139.16940,578
JA/KN-031,Takatoriyama,35.63430,139.13181,473
JA/KN-032,Arashiyama,35.61160,139.19870,406
JA/KN-033,Oogusuyama,35.25010,139.62810,241
JA/KN-034,Kayazuka,35.27519,139.62297,212
JA/KT-001,Minetokoyama,35.23740,135.82370,970
JA/KT-002,Mikunidake,35.32070,135.79390,959
JA/KT-003,Jizouyama,35.07540,135.62350,947
JA/KT-004,Bunanokitouge,35.32490,135.74300,939
JA/KT-005,Kuwataniyama,35.25410,135.79430,930
JA/KT-006,Chyourougadake,35.30320,135.47400,917
JA/KT-007,Kumotoriyama,35.17840,135.76469,911
JA/KT-008,Jizousugi,35.32520,135.50270,899
JA/KT-009,Sajikigadake,35.15920,135.71719,896
JA/KT-010,Toukinzan,35.37740,135.53439,871
JA/KT-011,Mitakesan,35.39410,135.05769,839
JA/KT-012,Ooeyama (Senjyougatake),35.45350,135.10660,832
JA/KT-013,Ishizareyama,35.30210,135.67870,826
JA/KT-014,Miyama,35.04180,135.37730,791
JA/KT-015,Miyama,35.39980,134.96339,780
JA/KT-016,Hachigamine,35.33350,135.60710,779
JA/KT-017,Hangokusan,35.03000,135.45151,774
JA/KT-018,Yubunezan(Katanamiyama),35.22540,135.76131,763
JA/KT-019,Ooiwayama,35.24790,135.51939,758
JA/KT-020,Akaishigatake,35.44440,135.08549,736
JA/KT-021,Iboyama,35.37360,134.99229,731
JA/KT-022,Egasayama,35.45100,135.05000,728
JA/KT-023,Yakisugiyama,35.13650,135.81770,717
JA/KT-024,Sorayama,35.44790,135.12981,717
JA/KT-025,Bukumiyama,35.38430,135.02499,710
JA/KT-026,Takayama,35.62620,135.16940,702
JA/KT-027,Sugiyama,35.48960,135.19659,697
JA/KT-028,JA/KT-028,34.83330,135.92439,684
JA/KT-029,Taikoyama,35.69530,135.20419,683
JA/KT-030,Mitokeyama,35.24820,135.36670,668
JA/KT-031,Yourouyama,35.43650,135.45190,665
JA/KT-032,Misensan,35.39110,135.37810,664
JA/KT-033,Isanagosan,35.54850,135.03810,661
JA/KT-034,Tatsugajyo,35.35580,135.02969,646
JA/KT-035,Oshioyama,34.96170,135.63420,642
JA/KT-036,Yuragatake,35.50750,135.25670,640
JA/KT-037,Tengamine,35.41110,135.10330,632
JA/KT-038,Shinohara,35.27980,135.42090,629
JA/KT-039,Chitoseyama,35.11740,135.57950,627
JA/KT-040,JA/KT-040,35.07620,135.59070,625
JA/KT-041,Yuuyagatake,34.93570,135.52850,622
JA/KT-042,Nishisenzudake,34.95860,135.85921,602
JA/KT-043,Gongenyama,35.74170,135.22000,601
JA/KT-044,JA/KT-044,35.40910,135.44920,592
JA/KT-045,JA/KT-045,35.08580,135.69901,570
JA/KT-046,Kurooyama,35.16110,135.56810,569
JA/KT-047,Gojyoyama,35.21450,135.32420,568
JA/KT-048,JA/KT-048,35.23130,135.32370,568
JA/KT-049,Nishiyama,35.14960,135.34470,560
JA/KT-050,JA/KT-050,35.54830,135.42551,560
JA/KT-051,JA/KT-051,35.05800,135.40981,557
JA/KT-052,Tashojiyama,35.53890,135.38100,556
JA/KT-053,Reisen Golf Course (Nr 4th green),34.98520,135.51649,550
